city_combined,country
grytviken,South Georgia And South Sandwich Islands
juba|bor|yei|wau|malakal|aweil|yambio|rumbek|torit|bentiu|kuacjok|gogrial|maridi|kapoeta|melut|nimule|nasir,South Sudan
madrid|barcelona|sevilla|málaga|malaga|valencia|zaragoza|palma|murcia|las palmas|a coruña|a coruna|bilbao|alicante|córdoba|cordoba|valladolid|vigo|gijón|gijon|vitoria-gasteiz|granada|elche|badalona|tarrasa|sabadell|oviedo|petrel|cartagena|jerez de la frontera|pamplona|santa cruz|león|leon|almería|almeria|fuenlabrada|logroño|logrono|leganés|leganes|donostia|mataró|mataro|santander|alcorcón|alcorcon|castellón de la plana|castellon de la plana|getafe|albacete|burgos|guadalajara|la laguna|ciudad de melilla|badajoz|salamanca|marbella|huelva|tarragona|dos hermanas|torrejón de ardoz|torrejon de ardoz|cádiz|cadiz|algeciras|jaén|jaen|reus|girona|san vicente de baracaldo|san fernando|santiago de compostela|fuengirola|ciudad de ceuta|san baudilio de llobregat|toledo|rubí|rubi|avilés|aviles|castelldefels|torremolinos|benalmádena|benalmadena|viladecáns|viladecans|arrecife|el prat de llobregat|collado-villalba|granollers|la línea de la concepción|la linea de la concepcion|portugalete|mislata|mérida|merida|esplugas de llobregat|mollet|ibiza|santurce-antiguo|figueras|san felíu de llobregat|san feliu de llobregat|mairena del aljarafe|ripollet|san adrián de besós|san adrian de besos|igualada|alcantarilla|villafranca del panadés|villafranca del panades|blanes|burjasot|san juan despí|san juan despi|premiá de mar|premia de mar|salt|chirivella|sestao|aldaya|paiporta|durango|san andrés de la barca|san andres de la barca|barañáin|baranain|martorell|masnou|catarroja|tomares|camas|armilla|alboraya|san juan de aznalfarache|san juan de alicante|maracena|san juan de vilasar|castilleja de la cuesta|benetúser|benetuser|alfafar|calella|sant just desvern|el astillero|malgrat de mar|canovellas|albal|masamagrell|ermúa|ermua|arenys de mar|la llagosta|churriana de la vega|gines|cizur mayor|canet de mar|mollerusa|tabernes blanques|ogíjares|ogijares|mongat|sedaví|sedavi|huétor vega|huetor vega|berriozar|nazaret|meliana|reinosa|lekeitio|montmeló|montmelo|rocafort|ondárroa|ondarroa|almácera|almacera|puebla de farnals|roda del ter|cájar|cajar|roquetas de mar|lugo|las rozas de madrid|cáceres|caceres|lorca|san cugat del vallés|san cugat del valles|san sebastián de los reyes|san sebastian de los reyes|vaciamadrid|el puerto de santa maría|el puerto de santa maria|mijas|torrevieja|chiclana de la frontera|torrente|el ejido|pontevedra|arona|vélez-málaga|velez-malaga|manresa|valdemoro|gandía|gandia|alcalá de guadaira|alcala de guadaira|majadahonda|molina de segura|paterna|benidorm|villanueva y geltrú|villanueva y geltru|sanlúcar de barrameda|sanlucar de barrameda|sagunto|ferrol|irún|irun|zamora|san vicente del raspeig|alcoy|motril|ávila|avila|linares|cuenca|huesca|pinto|elda|san bartolomé|san bartolome|torrelavega|villareal|colmenar viejo|pola de siero|granadilla de abona|utrera|rincón de la victoria|rincon de la victoria|adeje|gavá|gava|puertollano|alcira|manacor|denia|lucena|la orotava|puerto del rosario|puerto real|alhaurín de la torre|alhaurin de la torre|antequera|san fernando de henares|plasencia|écija|ecija|lloret de mar|sama|narón|naron|santa eulalia del río|santa eulalia del rio|vendrell|los palacios y villafranca|moncada|villagarcía de arosa|villagarcia de arosa|marratxi|lluchmayor|mieres|oleiros|don benito|tudela|olot|villajoyosa|torre-pacheco|andújar|andujar|tomelloso|miranda de ebro|onteniente|águilas|aguilas|burriana|teruel|cambrils|cieza|villena|inca|almendralejo|santa pola|ronda|tortosa|san javier|aranda de duero|arteijo|arroyomolinos|mazarrón|mazarron|manises|totana|castro-urdiales|vall de uxó|vall de uxo|san pedro de ribas|san roque|níjar|nijar|carballo|alacuás|alacuas|coria del río|coria del rio|culleredo|san andrés del rabanedo|san andres del rabanedo|arcos de la frontera|alcázar de san juan|alcazar de san juan|puerto de la cruz|salou|galdácano|galdacano|valdepeñas|valdepenas|sitges|puente-genil|mahón|mahon|crevillente|redondela|rota|campello|vinaroz|candelaria|calafell|éibar|eibar|jávea|javea|lepe|algemesí|algemesi|benicarló|benicarlo|sueca|morón de la frontera|moron de la frontera|lebrija|santa perpetua de moguda|molíns de rey|molins de rey|almazora|vícar|vicar|la oliva|cangas|santa eugenia|san pedro del pinatar|cártama|cartama|paracuellos de jarama|cuart de poblet|almuñécar|almunecar|muchamiel|novelda|renedo|jumilla|erandio|villanueva de la serena|alhaurín el grande|alhaurin el grande|adra|oliva|ciempozuelos|puebla de vallbona|olesa de montserrat|onda|cambre|villarrobledo|torrelodones|zarautz|bétera|betera|valls|calahorra|almansa|almonte|calpe|mairena del alcor|bormujos|ibi|los barrios|vilaseca de solcina|liria|icod de los vinos|laguna de duero|san felíu de guixols|san feliu de guixols|altea|puenteareas|esparraguera|conil de la frontera|cullera|montilla|coín|coin|barbate de franco|torre del mar|pilar de la horadada|priego de córdoba|priego de cordoba|las torres de cotillas|alhama de murcia|manlleu|aljaraque|moguer|palafrugell|guía de isora|guia de isora|bañolas|banolas|isla-cristina|alcalá la real|alcala la real|almoradí|almoradi|picasent|pájara|pajara|nerja|la unión|la union|los llanos de aridane|ayamonte|alcudia|aspe|palma del río|palma del rio|hernani|güimar|guimar|puzol|carcagente|archena|medina del campo|baza|loja|cabra|requena|porriño|porrino|la estrada|el viso del alcor|lalín|lalin|rosas|calatayud|zubia|cartaya|moaña|moana|cardedeu|callosa de segura|utebo|amorebieta|silla|chipiona|el arahal|huércal-overa|huercal-overa|marchena|atarfe|albolote|baena|guernica y luno|villaquilambre|la nucía|la nucia|la eliana|benicasim|san lorenzo de el escorial|huércal de almería|huercal de almeria|lora del río|lora del rio|guadix|torredembarra|san celoni|felanitx|torrox|caldas de montbuy|montornés del vallés|montornes del valles|nigrán|nigran|tarifa|benavente|munguía|munguia|manzanares|daimiel|sangenjo|balaguer|bailén|bailen|osuna|tárrega|tarrega|tabernes de valldigna|poyo|la garriga|berga|la algaba|los alcázares|los alcazares|bermeo|barbastro|vera|rojales|navalmoral de la mata|pozoblanco|fuente-álamo de murcia|fuente-alamo de murcia|zafra|mula|cubellas|manilva|guadarrama|ubrique|sada|pollensa|santomera|espartinas|las cabezas de san juan|piera|guardamar del segura|arzúa|arzua|santa cruz de la palma|alcañiz|alcaniz|baeza|lumbreras|sopelana|punta umbría|punta umbria|corbera de llobregat|miguelturra|santa úrsula|santa ursula|la roda|la solana|vieiro|chiva|torelló|torello|fraga|azpeitia|la carolina|vergara|san carlos de la rápita|san carlos de la rapita|andoain|arnedo|meco|cuarte de huerva|cunit|gondomar|cehegín|cehegin|bollullos par del condado|noya|villaviciosa|cuevas del almanzora|torrijos|beasain|alginet|carballino|cambados|la carlota|pilas|guia|torre del campo|canals|villalba|la puebla|sanlúcar la mayor|sanlucar la mayor|sóller|soller|santa cruz de bezana|llanera|vilanova del camí|vilanova del cami|san agustín de guadalix|san agustin de guadalix|verín|verin|torredonjimeno|tomiño|tomino|betanzos|el barco de valdeorras|santa coloma de farnés|santa coloma de farnes|llanes|sant sadurní d’anoia|sant sadurni d'anoia|nules|aguilar|campo de criptana|sarria|picaña|picana|alora|ceuti|abrera|abarán|abaran|brenes|argentona|pallejá|palleja|teror|fene|pola de laviana|arrigorriaga|santa margarita|castellbisbal|salobreña|salobrena|valverde del camino|villafranca de los barros|gibraleón|gibraleon|peligros|vejer de la frontera|albatera|berja|alcudia de carlet|beniel|benifayó|benifayo|estepa|ocaña|ocana|santañy|santany|bayona|capdepera|bueu|acalá del río|acala del rio|monóvar|monovar|villamartín|villamartin|bolaños de calatrava|bolanos de calatrava|albox|cangas de narcea|socuéllamos|socuellamos|son servera|san andrés de llevaneras|san andres de llevaneras|beniaján|beniajan|palos de la frontera|santoña|santona|la puebla del río|la puebla del rio|olivenza|elgóibar|elgoibar|azcoitia|medina sidonia|laredo|tegueste|jódar|jodar|benaguacil|bullas|sant joan de vilatorrada|teulada|oñate|onate|andraitx|barbadanes|masanasa|utiel|santiago del teide|laracha|gelves|benisa|mancha real|campos del puerto|lardero|sonseca|rianxo|aizoáin|aizoain|bollullos de la mitación|bollullos de la mitacion|zumaia|grove|los corrales de buelna|la puebla de cazalla|la palma del condado|astorga|ripoll|alella|alberique|la escala|cantillana|la bañeza|la baneza|pola de lena|tafalla|peñarroya-pueblonuevo|penarroya-pueblonuevo|garrucha|villacarrillo|huétor-tájar|huetor-tajar|bargas|cassá de la selva|cassa de la selva|tarazona de aragón|tarazona de aragon|santa margarita de mombúy|santa margarita de mombuy|canteras|castalla|alcaudete|alcora|villanueva de arosa|la guardia|pulpí|pulpi|candás|candas|cabañaquinta|cabanaquinta|luanco|madridejos|amurrio|fortuna|san vicente de castellet|el álamo|el alamo|calasparra|santa maría de palautordera|santa maria de palautordera|alguazas|tocina|mengibar|salvatierra de miño|salvatierra de mino|binéfar|binefar|illora|foz|puentes de garcía rodríguez|puentes de garcia rodriguez|caudete|tiana|caspe|colindres|villamarchante|pinos puente|fernán-núñez|fernan-nunez|rute|masquefa|ribadeo|piedras blancas|caldas de reyes|fuente palmera|mora|matadepera|almusafes|villarrubia de los ojos|alcarraz|sevilla la nueva|umbrete|grado|cuéllar|cuellar|la matanza de acentejo|alhendín|alhendin|olivares|alfaro|la victoria de acentejo|solsona|alcanar|san juan del puerto|valsequillo de gran canaria|miajadas|santiponce|pizarra|puebla del caramiñal|puebla del caraminal|buñol|bunol|el campo|senmanat|burela de cabo|alayor|arenys de munt|san fausto de campcentellas|palomares del río|palomares del rio|colmenarejo|cervera|ortuella|el molar|polinyá|polinya|cervelló|cervello|cúllar-vega|cullar-vega|sauzal|santa comba|muro del alcoy|santa coloma de cervelló|santa coloma de cervello|rafelbuñol|rafelbunol|santa maría de cayón|santa maria de cayon|catral|san sebastián de la gomera|san sebastian de la gomera|montoro|cistérniga|cisterniga|valldoreix|san fructuoso de bagés|san fructuoso de bages|tineo|sabiñánigo|sabinanigo|suances|segorbe|el espinar|loeches|binisalem|puig|manzanares el real|almagro|silleda|tona|cheste|san lorenzo de descardazar|tordesillas|padul|villamediana de iregua|redován|redovan|llagostera|bembibre|el corrillo|toro|villanueva de córdoba|villanueva de cordoba|reocín|reocin|bigastro|cabezón de la sal|cabezon de la sal|foyos|ollería|olleria|canet de berenguer|padrón|padron|legazpia|cabrils|herencia|navia|monforte del cid|campillos|monserrat|aracena|nájera|najera|cintruénigo|cintruenigo|archidona|chantada|corella|carboneras|cenes de la vega|arico el nuevo|los santos de maimona|pedreguer|roquetas|villanueva del arzobispo|vidreras|san esteban sasroviras|olvera|monachil|pinoso|valencina de la concepción|valencina de la concepcion|valmaseda|sampedor|pravia|arévalo|arevalo|artá|arta|villaverde del río|villaverde del rio|brion|berango|puentedeume|caldas de malavella|centellas|almodóvar del río|almodovar del rio|gélida|gelida|santa eulalia de ronsaná|santa eulalia de ronsana|dolores|marchamalo|trigueros|viladecaballs|la puebla de montalbán|la puebla de montalban|villanueva del ariscal|malagón|malagon|abadiano celayeta|cobeña|cobena|cox|castro del río|castro del rio|benahavís|benahavis|bornos|peñíscola|peniscola|vega de san mateo|azuaga|onil|ondara|callosa de ensarriá|callosa de ensarria|gerena|tobarra|lorquí|lorqui|sotomayor|cee|el paso|villamayor|guisona|oroso|astigarraga|la rambla|elorrio|san nicolás|san nicolas|villarejo de salvanés|villarejo de salvanes|valverde de la virgen|breña alta|brena alta|albuñol|albunol|montblanch|benacazón|benacazon|begas|talayuela|collado mediano|cercedilla|teyá|teya|andorra|villa del río|villa del rio|bujalance|cazorla|derio|pedro muñoz|pedro munoz|arechavaleta|torreperogil|finestrat|san vicente de mont-alt|massanet de la selva|algarrobo|huéscar|huescar|dúrcal|durcal|fuentes de andalucía|fuentes de andalucia|roda de bará|roda de bara|moncófar|moncofar|capellades|navarcles|museros|montellano|benalup de sidonia|llissá de vall|llissa de vall|náquera|naquera|san clemente|puerto serrano|fuente el saz|vimianzo|vacarisas|buñola|bunola|la ametlla de mar|almacellas|calamonte|argamasilla de alba|san luis|casares|burguillos|paradas|guareña|guarena|infiesto|güeñes|guenes|taradell|constantí|constanti|mojácar|mojacar|bergondo|venta de baños|venta de banos|negreira|sallent|turís|turis|marmolejo|argés|arges|san felíu de codinas|san feliu de codinas|la canonja|ríudoms|riudoms|cedeira|fuente del maestre|moraleja|puebla de alfindén|puebla de alfinden|jimena de la frontera|hinojosa del duque|orio|arbucias|alcalá de chivert|alcala de chivert|alpicat|las pedroñeras|las pedroneras|briviesca|san antonio de vilamajor|san adrián|san adrian|blanca|villamuriel de cerrato|lloseta|valdoviño|valdovino|carral|almensilla|jaraiz de la vera|lezo|vélez rubio|velez rubio|gata de gorgos|zaratán|zaratan|olula del río|olula del rio|torrellas de llobregat|miraflores de la sierra|sarriá de ter|sarria de ter|górliz-elexalde|gorliz-elexalde|moyá|moya|herrera|urnieta|pereiro de aguiar|iscar|santo domingo de la calzada|rosal|san miguel de salinas|sils|usúrbil|usurbil|gójar|gojar|pulianas|arenas de san pedro|lazcano|allariz|almenara|viator|puebla de la calzada|breña baja|brena baja|outes|tarazona de la mancha|villabona|suria|porcuna|bonares|san pol de mar|ares|abanilla|noreña|norena|aznalcóllar|aznalcollar|alcudia de crespins|navás|navas|los villares|artés|artes|albaida|vilaboa|guadasuar|vilafant|altafulla|cartes|anglés|angles|coristanco|almodóvar del campo|almodovar del campo|membrilla|valga|guardo|benigánim|beniganim|tremp|los yébenes|los yebenes|alhama de granada|constantina|argamasilla de calatrava|vilanova de la roca|algaida|celrá|celra|esquivias|la selva|paterna de rivera|yeles|alfacar|órjiva|orjiva|chauchina|arroyo de la luz|castuera|dosríus|dosrius|llerena|montehermoso|la guancha|san hilario sacalm|huelma|torreblanca|medina de pomar|arafo|ribadesella|aldeamayor de san martín|aldeamayor de san martin|alaró|alaro|celanova|prado del rey|la cenia|salteras|santa marta de ortigueira|nueva-carteya|porreras|mugardos|macael|puente caldelas|benejúzar|benejuzar|deba|aceuchal|arjona|algodonales|san ciprián de viñas|san ciprian de vinas|casariche|meaño|meano|almazán|almazan|guitiriz|mutriku|borriol|agramunt|alameda|abegondo|chinchón|chinchon|malpica|librilla|cigales|talavera la real|los montesinos|villanueva del trabuco|san vicente de alcántara|san vicente de alcantara|simancas|valencia de alcántara|valencia de alcantara|entrambasaguas|bellpuig|ribadumia|santa cristina de aro|valencia de don juan|gualchos|parres|mollina|montefrío|montefrio|nava|san ildefonso|camariñas|camarinas|alburquerque|ayora|polop|la campana|peal de becerro|esporlas|alcover|otero de rey|pedrera|alcalá de los gazules|alcala de los gazules|moral de calatrava|neda|ses salines|sariegos|almadén|almaden|quesada|ribadavia|marquina-jemein|la cañiza|la caniza|alcalá del valle|alcala del valle|las navas del marqués|las navas del marques|iznalloz|beas de segura|la puebla de almoradiel|peñafiel|penafiel|oliva de la frontera|valverde|castro de rey|vedra|cerceda|candeleda|ourense,Spain
colombo|sri jayewardenepura kotte|moratuwa|kandy|negombo|batticaloa|trincomalee|galle|kilinochchi|jaffna|matara|anuradhapura|ratnapura|puttalam|badulla|matale|nuwara eliya|kegalle|hambantota|kurunegala|mullaittivu|mannar,Sri Lanka
khartoum|omdurman|khartoum north|kassala|port sudan|el obeid|gedaref|kūstī|kusti|wad medani|el fasher|kurmuk|nyala|shendi|ed damazin|kadugli|el geneina|al manāqil|al manaqil|atbara|sannār|sannar|an nuhūd|an nuhud|eddamer|dongola|rabak|singa|ed daein|zalingei|el fula|ad diwem|tokār|tokar|umm ruwaba|abū ḩamad|abu hamad|berber|sawākin|sawakin|haya|al mijlad|babanūsah|babanusah|wādī ḩalfā’|wadi halfa'|marawī|marawi|karmah an nuzul,Sudan
paramaribo|nieuw nickerie|brokopondo|albina|nieuw amsterdam|groningen|onverwacht|totness|lelydorp|cottica|moengo|tamanredjo|domburg|brownsweg,Suriname
longyearbyen,Svalbard
mbabane|lobamba|manzini|siteki|nhlangano|mhlume|lavumisa|hlatikulu|piggs peak,Swaziland
stockholm|gothenburg|malmö|malmo|uppsala|västerås|vasteras|örebro|orebro|linköping|linkoping|helsingborg|jönköping|jonkoping|umeå|umea|karlstad|gävle|gavle|växjö|vaxjo|halmstad|luleå|lulea|östersund|ostersund|trollhättan|trollhattan|kalmar|falun|karlskrona|nyköping|nykoping|visby|huskvarna|härnösand|harnosand|norrköping|norrkoping|sundsvall|borås|boras|borlänge|borlange|mölndal|molndal|kristianstad|skellefteå|skelleftea|örnsköldsvik|ornskoldsvik|kiruna|vänersborg|vanersborg|höganäs|hoganas|kinna|mariestad|mjölby|mjolby|bollnäs|bollnas|mora|ulricehamn|tibro|habo|tidaholm|strömstad|stromstad|haparanda|hjo|kungsör|kungsor|vårgårda|vargarda|hjärup|hjarup,Sweden
bern|zürich|zurich|geneva|basel|lausanne|winterthur|lucerne|sankt gallen|biel/bienne|thun|bellinzona|fribourg|vernier|schaffhausen|chur|neuchâtel|neuchatel|yverdon-les-bains|zug|carouge|dübendorf|dubendorf|dietikon|vevey|renens|meyrin|onex|allschwil|opfikon|nyon|aarau|reinach|schlieren|pully|adliswil|thalwil|ostermundigen|morges|solothurn|binningen|wallisellen|prilly|thônex|thonex|arbon|la tour-de-peilz|liestal|chêne-bougeries|chene-bougeries|ecublens|le grand-saconnex|rorschach|schwyz|birsfelden|villars-sur-glâne|villars-sur-glane|delémont|delemont|männedorf|mannedorf|chavannes-près-renens|chavannes-pres-renens|massagno|widnau|epalinges|kilchberg|nidau|sarnen|altdorf|oberengstringen|stans|bottmingen|rolle|préverenges|preverenges|gerlafingen|greifensee|glarus|appenzell|lugano|köniz|koniz|la chaux-de-fonds|sion|uster|landecy|emmen|rapperswil-jona|kriens|montreux|wetzikon|baar|wil|kreuzlingen|bulle|riehen|horgen|wädenswil|wadenswil|frauenfeld|wettingen|bülach|bulach|baden|kloten|volketswil|regensdorf|muttenz|gossau|olten|littau|monthey|pratteln|grenchen|sierre|freienbach|wohlen|burgdorf|steffisburg|locarno|langenthal|herisau|lyss|stäfa|stafa|einsiedeln|mendrisio|küsnacht|kusnacht|horw|richterswil|meilen|oftringen|muri|versoix|gland|zollikon|amriswil|rheinfelden|münchenstein|munchenstein|spiez|küssnacht|kussnacht|brig-glis|buchs|veyrier|rüti|ruti|affoltern am albis|spreitenbach|brugg|bassersdorf|zofingen|oberwil|plan-les-ouates|romanshorn|pfäffikon|pfaffikon|weinfelden|arth|altstätten|altstatten|belp|worb|neuhausen am rheinfall|aesch|hinwil|möhlin|mohlin|sursee|waltikon|lutry|lenzburg|flawil|suhr|therwil|goldach|urdorf|bernex|davos|le locle|maur|zuchwil|hochdorf|aigle|arlesheim|wittenbach|neuenhof|payerne|naters|embrach|wald|steinhaus|niederhasli|estavayer-le-lac|fällanden|fallanden|aarburg|rothrist|obersiggenthal|ingenbohl|schübelbach|schubelbach|langnau|oberentfelden|dietlikon|aadorf|chiasso|au|le mont-sur-lausanne|crissier|landquart|hombrechtikon|hünenberg|hunenberg|biberist|windisch|unterägeri|unterageri|egg|oberriet|lachen|fully|wattwil|bussy|conthey|mels|rümlang|rumlang|murten|minusio|visp|bremgarten|wollerau|sirnach|domat/ems|langnau am albis|hirslen|rorschacherberg|seuzach|dürnten|durnten|meggen|düdingen|dudingen|gränichen|granichen|bagnes|untersiggenthal|heimberg|rothenburg|willisau|dornach|villmergen|herzogenbuchsee|uetikon am see|bex|frenkendorf|savièse|saviese|rüschlikon|ruschlikon|bubikon|oberglatt|moutier|derendingen|ollon|orbe|peseux|erlenbach|sissach|altendorf|trimbach|reiden|buchrain|menziken|uznach|thal|würenlos|wurenlos|grabs|wiesendangen|porrentruy|châtel-saint-denis|chatel-saint-denis|cologny|fehraltorf|diepoldsau|frutigen|schwerzenbach|ruswil|herrliberg|vétroz|vetroz|schwarzenburg|dielsdorf|birmensdorf|oberrieden|interlaken|saanen|oberuzwil|gelterkinden|oensingen|mellingen|courtepin|colombier|sankt margrethen|beromünster|beromunster|saint-prex|kaiseraugst|losone|küttigen|kuttigen|teufen|ascona|fislisbach|bolligen|kirchberg|echallens|blonay|bischofszell|moudon|boudry|balsthal|uetendorf|kerns|jegenstorf|zell|gebenstorf|rupperswil|bonstetten|obererli|biasca|bellach|adligenswil|unterseen|saxon|nürensdorf|nurensdorf|lausen|alpnach|frick|hergiswil|lindau|neftenbach|münchwilen|munchwilen|zumikon|obfelden|laufen|ettingen|lengnau|villeneuve|dulliken|buochs|seon|walenstadt|wangen bei olten|romont|schattdorf|eglisau|dagmersellen|thayngen|sennwald|konolfingen dorf|zermatt|root|glattfelden|feusisberg|saint légier-la chiésaz|saint legier-la chiesaz|wangen|vechigen|hägendorf|hagendorf|hitzkirch|gommiswald|sevelen|fraubrunnen|bäretswil|baretswil|sachseln|ebnat-kappel|sumiswald,Switzerland
aleppo|dayr az zawr|damascus|homs|latakia|ḩamāh|hamah|ar raqqah|al ḩasakah|al hasakah|al qāmishlī|al qamishli|idlib|dar‘ā|dar`a|jaramānā|jaramana|dūmā|duma|al ḩajar al aswad|al hajar al aswad|as salamīyah|as salamiyah|ţarţūs|tartus|dārayyā|darayya|ath thawrah|as suwaydā’|as suwayda'|ḩarastā|harasta|al qunayţirah|al qunaytirah|ma‘arrat an nu‘mān|ma`arrat an nu`man|manbij|jablah|nawá|nawa|at tall|ar rastan|khān shaykhūn|khan shaykhun|an nabk|ālbū kamāl|albu kamal|tadmur|al mayādīn|al mayadin|‘āmūdā|`amuda|yabrūd|yabrud|al quşayr|al qusayr|tallbīsah|tallbisah|jisr ash shughūr|jisr ash shughur|bāniyās|baniyas|tādif|tadif|sarāqib|saraqib|jayrūd|jayrud|al mālikīyah|al malikiyah|hajīn|hajin|al qaryatayn|ma‘arratmişrīn|ma`arratmisrin|maşyāf|masyaf|tallkalakh|dayr ḩāfir|dayr hafir|tall salḩab|tall salhab|qadsayyā|qadsayya|ţafas|tafas|şāfītā|safita|jāsim|jasim|i‘zāz|i`zaz|ra’s al ‘ayn|ra's al `ayn|şūrān|suran|tall rif‘at|tall rif`at|az zabadānī|az zabadani|aş şanamayn|as sanamayn|şaydnāyā|saydnaya|salqīn|salqin|qaţanā|qatana|binnish|ḩārim|harim|‘adrā|`adra|buşrá ash shām|busra ash sham|izra|tall ‘aran|tall `aran|muḩradah|muhradah|as suqaylibīyah|as suqaylibiyah|kafr zaytā|kafr zayta|shahbā|shahba|al laţāminah|al lataminah|as sukhnah|kafr nubl|şalkhad|salkhad|sarmīn|sarmin|tall abyaḑ|tall abyad|jindayris|ad duraykīsh|ad duraykish|buşrá al ḩarīr|busra al harir|al muzayrīb|al muzayrib|‘anadān|`anadan|ghabāghib|ghabaghib|jarābulus|jarabulus|al atārib|al atarib|al musayfirah|armanāz|armanaz|tayr ma‘lah|tayr ma`lah|taftanāz|taftanaz|umm walad|al kafr|al mazra‘ah|al mazra`ah|killī|killi|tall tamr|saḩam al jawlān|saham al jawlan|‘ayn ‘īsá|`ayn `isa|iḩsim|ihsim|ra’s al khashūfah|ra's al khashufah|al quţaylibīyah|al qutaylibiyah|al mulayḩah al gharbīyah|al mulayhah al gharbiyah|‘assāl al ward|`assal al ward|dayr al bukht|darkūsh|darkush|ḩisyā’|hisya'|shaykh al ḩadīd|shaykh al hadid,Syria
taichung|kaohsiung|taipei|tainan|zhongli|changhua|pingtung|taoyuan district|hsinchu|keelung|chiayi|pingzhen|zhubei|bade|yangmei|nantou|yilan|hualien|taitung|douliu|miaoli|magong|taibao|banqiao|nangan|jincheng|zhushan|pozi|huatan|beigang|yuanchang|ershui,Taiwan
dushanbe|khŭjand|khujand|bokhtar|chkalov|khorugh|kŭlob|kulob|istaravshan|konibodom|tursunzoda|vahdat|isfara|panjakent|hisor|norak|shahriston|abdurahmoni jomí|abdurahmoni jomi|ishqoshim,Tajikistan
dar es salaam|dodoma|arusha|mwanza|mbeya|tanga|morogoro|zanzibar|sumbawanga|moshi|kigoma|tabora|tukuyu|iringa|shinyanga|bukoba|musoma|songea|mtwara|mpanda|singida|chake chake|njombe|kahama|lindi|babati|wete|kibaha|bububu|bariadi|geita|mahonda|vwawa|koani|kilosa|uvinza|ifakara|korogwe|tunduma|masasi|bagamoyo|biharamulo|kasulu|kibiti|nzega|sikonge|kakonko|mpwapwa|itigi|ngara|same|mikumi|karema|nyahanga|mbulu|kilindoni|ngorongoro|mbamba bay|mkokotoni|tunduru|oldeani|kipili|manyoni|kanyato,Tanzania
